Abbreviation,City,Customer Name,Customer Segment,Order Date,Order Date (copy),Order ID,Order Priority,Product Category,Product Container,Product Name,Product Sub-Category,Region,Row ID,Ship Date,Ship Mode,State,State1,Zip Code,Column,Discount,Number of Records,Order Quantity,Product Base Margin,Profit,Row,Sales,Shipping Cost,Unit Price
KY,Florence,Cindy Schnelling,Corporate,12-Jan-12,12-Jan-12,20549,Not Specified,Office Supplies,Small Box,Fellowes Super Stor/Drawer®,Storage & Organization,South,2855,13-Jan-12,Regular Air,Kentucky,Kentucky,41042,6.5,0.09,1,40,0.67,-568.71,4,1030.09,19.99,27.75
CO,Englewood,Greg Matthias,Home Office,12-Jan-12,12-Jan-12,7461,Low,Furniture,Jumbo Drum,Global Leather Executive Chair,Chairs & Chairmats,West,1024,14-Jan-12,Delivery Truck,Colorado,Colorado,80112,3.5,0.05,1,12,0.55,593.79,4,4080.3,39,350.99
MD,Gaithersburg,Rick Reed,Consumer,12-Jan-12,12-Jan-12,43362,Critical,Office Supplies,Wrap Bag,Prang Dustless Chalk Sticks,Pens & Art Supplies,East,6123,14-Jan-12,Regular Air,Maryland,Maryland,20877,8.5,0.04,1,33,0.35,2.72,4,58.48,1,1.68
KY,Fort Thomas,Liz Price,Consumer,12-Jan-12,12-Jan-12,27813,Medium,Technology,Small Box,Targus USB Numeric Keypad,Computer Peripherals,South,3901,14-Jan-12,Regular Air,Kentucky,Kentucky,41075,6.5,0.1,1,10,0.74,-131.03,4,401.14,6.5,40.98
MD,Gaithersburg,Rick Reed,Consumer,12-Jan-12,12-Jan-12,43362,Critical,Furniture,Jumbo Drum,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Chairs & Chairmats,East,6122,15-Jan-12,Delivery Truck,Maryland,Maryland,20877,8.5,0.03,1,45,0.61,4276.73,4,15963.09,30,350.98
MO,Springfield,Guy Thornton,Corporate,12-Jan-12,12-Jan-12,37862,Not Specified,Office Supplies,Small Box,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Appliances,Central,5327,15-Jan-12,Regular Air,Missouri,MO,65807,5.5,0.01,1,27,0.57,452.49,4,1603.27,3.99,59.98
CO,Englewood,Greg Matthias,Home Office,12-Jan-12,12-Jan-12,7461,Low,Office Supplies,Small Box,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,West,1025,16-Jan-12,Regular Air,Colorado,Colorado,80112,3.5,0,1,28,0.38,111.4,4,260.79,1.39,8.74
CO,Englewood,Greg Matthias,Home Office,12-Jan-12,12-Jan-12,7461,Low,Office Supplies,Wrap Bag,"Brites Rubber Bands, 1 1/2 oz. Box",Rubber Bands,West,1026,16-Jan-12,Regular Air,Colorado,Colorado,80112,3.5,0.02,1,44,0.83,-16.72,4,90.35,0.7,1.98
MD,College Park,Michelle Huthwaite,Home Office,13-Jan-12,13-Jan-12,51623,Critical,Furniture,Small Box,Eldon® Wave Desk Accessories,Office Furnishings,East,7241,13-Jan-12,Regular Air,Maryland,Maryland,20740,8.5,0.06,1,17,0.43,-66.58,4,39.23,5.33,2.08
CA,Manteca,Brian Stugart,Corporate,13-Jan-12,13-Jan-12,13602,Low,Office Supplies,Small Box,Xerox 1910,Paper,West,1895,13-Jan-12,Regular Air,California,California,95336,2,0.02,1,13,0.37,267.67,5,660.99,5.09,48.04
FL,Pembroke Pines,Mike Gockenbach,Consumer,13-Jan-12,13-Jan-12,25541,Low,Office Supplies,Small Box,Xerox 1903,Paper,South,3582,15-Jan-12,Regular Air,Florida,Florida,33024,8.5,0.07,1,50,0.36,-111.34,8,297.76,5.79,5.98
CA,Manteca,Brian Stugart,Corporate,13-Jan-12,13-Jan-12,13602,Low,Technology,Jumbo Drum,Panasonic KX-P1150 Dot Matrix Printer,Office Machines,West,1894,18-Jan-12,Delivery Truck,California,California,95336,2,0.03,1,3,0.56,-377.9019,5,445.34,17.85,145.45
ID,Post Falls,Tamara Manning,Corporate,14-Jan-12,14-Jan-12,43911,Medium,Furniture,Large Box,Telescoping Adjustable Floor Lamp,Office Furnishings,West,6200,14-Jan-12,Regular Air,Idaho,Idaho,83854,2,0.06,1,29,0.6,-53.89,3,577.89,11.17,19.99
TN,Germantown,Toby Swindell,Small Business,14-Jan-12,14-Jan-12,30567,Not Specified,Office Supplies,Jumbo Drum,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Appliances,South,4291,14-Jan-12,Delivery Truck,Tennessee,Tennessee,38138,7,0.1,1,14,0.58,-368.02,5,2690.84,68.02,208.16
PA,Allentown,Clytie Kelty,Small Business,14-Jan-12,14-Jan-12,34691,Critical,Technology,Jumbo Drum,Okidata ML184 Turbo Dot Matrix Printers,Office Machines,East,4876,14-Jan-12,Delivery Truck,Pennsylvania,Pennsylvania,18103,9,0.02,1,23,0.56,1425.11,3,7202.94,26.53,306.14
TN,Hendersonville,Toby Swindell,Small Business,14-Jan-12,14-Jan-12,30567,Not Specified,Office Supplies,Small Box,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,Envelopes,South,4292,15-Jan-12,Regular Air,Tennessee,Tennessee,37075,7,0.07,1,8,0.4,103.13,5,733.55,19.99,90.48
TN,Hendersonville,Toby Swindell,Small Business,14-Jan-12,14-Jan-12,30567,Not Specified,Office Supplies,Wrap Bag,Newell 336,Pens & Art Supplies,South,4294,15-Jan-12,Regular Air,Tennessee,Tennessee,37075,7,0.02,1,14,0.56,7.32,5,62.6,0.94,4.28
ID,Post Falls,Tamara Manning,Corporate,14-Jan-12,14-Jan-12,43911,Medium,Technology,Jumbo Drum,Panasonic KX-P1131 Dot Matrix Printer,Office Machines,West,6201,15-Jan-12,Delivery Truck,Idaho,Idaho,83854,2,0,1,36,0.58,2685.19,3,9920.85,17.86,264.98
ID,Rexburg,Tamara Manning,Corporate,14-Jan-12,14-Jan-12,43911,Medium,Furniture,Jumbo Drum,Hon 4070 Series Pagoda™ Round Back Stacking Chairs,Chairs & Chairmats,West,6202,16-Jan-12,Delivery Truck,Idaho,Idaho,83440,2,0.06,1,23,0.57,1278.45,3,7484.31,58.95,320.98
TN,Hendersonville,Toby Swindell,Small Business,14-Jan-12,14-Jan-12,30567,Not Specified,Furniture,Small Pack,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Office Furnishings,South,4293,16-Jan-12,Express Air,Tennessee,Tennessee,37075,7,0.01,1,3,0.45,23,5,38.71,7.29,9.48
PA,Allentown,Clytie Kelty,Small Business,14-Jan-12,14-Jan-12,34691,Critical,Office Supplies,Small Box,Xerox 1939,Paper,East,4877,16-Jan-12,Express Air,Pennsylvania,Pennsylvania,18103,9,0.1,1,13,0.37,-7.39,3,245.82,9.54,18.97
PA,Allentown,Clytie Kelty,Small Business,14-Jan-12,14-Jan-12,34691,Critical,Office Supplies,Small Box,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Appliances,East,4875,16-Jan-12,Regular Air,Pennsylvania,Pennsylvania,18103,9,0.08,1,27,0.58,-168.75,3,217.68,9.23,7.77
CA,Salinas,Jennifer Patt,Home Office,14-Jan-12,14-Jan-12,8325,Critical,Technology,Jumbo Drum,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Office Machines,West,1144,16-Jan-12,Delivery Truck,California,California,93905,2,0.08,1,21,0.4,-220.0491,5,2364.29,56.14,115.99
CA,Salinas,Jennifer Patt,Home Office,14-Jan-12,14-Jan-12,8325,Critical,Office Supplies,Wrap Bag,Newell 336,Pens & Art Supplies,West,1145,17-Jan-12,Regular Air,California,California,93905,2,0.08,1,27,0.56,13.92,5,112.57,0.94,4.28
MI,Battle Creek,Giulietta Weimer,Corporate,15-Jan-12,15-Jan-12,37729,Not Specified,Office Supplies,Small Box,Avery Printable Repositionable Plastic Tabs,Binders and Binder Accessories,Central,5297,15-Jan-12,Regular Air,Michigan,Michigan,49017,7.5,0,1,48,0.38,-26.7835,2,447.89,6.19,8.6
MS,Hattiesburg,Jennifer Jackson,Home Office,15-Jan-12,15-Jan-12,12676,High,Furniture,Small Box,"6"" Cubicle Wall Clock, Black",Office Furnishings,South,1769,16-Jan-12,Express Air,Mississippi,Mississippi,39401,6.5,0.08,1,25,0.49,-80.86,6,201.06,7.96,8.09
TN,Knoxville,Amy Hunt,Consumer,15-Jan-12,15-Jan-12,22243,Critical,Office Supplies,Wrap Bag,Newell 335,Pens & Art Supplies,South,3103,16-Jan-12,Regular Air,Tennessee,Tennessee,37918,7,0.09,1,9,0.56,-1.82,5,24.76,0.7,2.88
PA,West Mifflin,Amy Cox,Small Business,15-Jan-12,15-Jan-12,48773,Medium,Office Supplies,Wrap Bag,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Paper,East,6849,17-Jan-12,Regular Air,Pennsylvania,Pennsylvania,15122,9,0.06,1,7,0.38,3.27,3,51.27,2.17,7.04
IL,Lombard,Skye Norling,Home Office,15-Jan-12,15-Jan-12,6884,Low,Office Supplies,Small Box,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Paper,Central,950,20-Jan-12,Regular Air,Illinois,Illinois,60148,6,0.01,1,41,0.36,-61.21,3,217,4.75,4.98
IL,Lombard,Skye Norling,Home Office,15-Jan-12,15-Jan-12,6884,Low,Office Supplies,Wrap Bag,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Paper,Central,951,20-Jan-12,Regular Air,Illinois,Illinois,60148,6,0.04,1,47,0.39,119.09,3,296.13,1.02,6.35
OH,Boardman,Xylona Price,Corporate,16-Jan-12,16-Jan-12,30915,Low,Office Supplies,Wrap Bag,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Pens & Art Supplies,East,4341,16-Jan-12,Express Air,Ohio,Ohio,44512,8,0.04,1,20,0.57,-17.75,3,62.78,2.03,2.98
IL,Naperville,Sylvia Foulston,Corporate,16-Jan-12,16-Jan-12,31781,Medium,Office Supplies,Small Box,Fellowes Black Plastic Comb Bindings,Binders and Binder Accessories,Central,4459,17-Jan-12,Regular Air,Illinois,Illinois,60540,6,0.1,1,46,0.39,-282.6125,3,249.02,8.49,5.81
IL,Naperville,Sylvia Foulston,Corporate,16-Jan-12,16-Jan-12,31781,Medium,Office Supplies,Wrap Bag,Assorted Color Push Pins,Rubber Bands,Central,4460,17-Jan-12,Regular Air,Illinois,Illinois,60540,6,0.03,1,41,0.52,5.53,3,78.49,0.75,1.81
AR,Hot Springs,Joe Elijah,Home Office,16-Jan-12,16-Jan-12,49541,Medium,Office Supplies,Small Box,"Fellowes Personal Hanging Folder Files, Navy",Storage & Organization,South,6941,17-Jan-12,Regular Air,Arkansas,Arkansas,71901,6,0,1,35,0.57,16.46,5,503.75,5.5,13.43
NY,Woodmere,Jason Klamczynski,Small Business,16-Jan-12,16-Jan-12,39173,Critical,Furniture,Jumbo Box,"Bevis Round Conference Table Top, X-Base",Tables,East,5534,18-Jan-12,Delivery Truck,New York,New York,11598,9.5,0.05,1,2,0.76,-433.290143,2,373.27,29.21,179.29
MD,Laurel,Sanjit Jacobs,Consumer,16-Jan-12,16-Jan-12,2370,Critical,Furniture,Medium Box,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Office Furnishings,East,345,18-Jan-12,Regular Air,Maryland,Maryland,20707,8.5,0.02,1,6,0.69,-85.76,4,679.6,13.99,110.98
MD,Laurel,Sanjit Jacobs,Consumer,16-Jan-12,16-Jan-12,2370,Critical,Office Supplies,Wrap Bag,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Paper,East,346,18-Jan-12,Regular Air,Maryland,Maryland,20707,8.5,0.01,1,30,0.4,59.18,4,257.42,2.87,8.01
NY,Woodmere,Jason Klamczynski,Small Business,16-Jan-12,16-Jan-12,39173,Critical,Office Supplies,Wrap Bag,Stockwell Push Pins,Rubber Bands,East,5533,18-Jan-12,Regular Air,New York,New York,11598,9.5,0.09,1,36,0.52,3.23,2,76.48,0.78,2.18
TN,Murfreesboro,Christina Anderson,Corporate,16-Jan-12,16-Jan-12,22147,Low,Furniture,Small Pack,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Office Furnishings,South,3086,20-Jan-12,Regular Air,Tennessee,Tennessee,37130,7,0.04,1,37,0.44,175.07,5,832.14,8.99,22.72
OH,Boardman,Xylona Price,Corporate,16-Jan-12,16-Jan-12,30915,Low,Technology,Small Box,M70,Telephones and Communication,East,4342,21-Jan-12,Regular Air,Ohio,Ohio,44512,8,0.01,1,25,0.59,561.132,3,2836.0505,8.99,125.99
FL,Palm Beach Gardens,Katherine Ducich,Corporate,17-Jan-12,17-Jan-12,10272,Medium,Office Supplies,Small Box,Xerox 1991,Paper,South,1416,17-Jan-12,Regular Air,Florida,Florida,33403,8.5,0.06,1,26,0.39,76.43,8,566.39,8.18,22.84
IL,Wilmette,Carlos Soltero,Small Business,17-Jan-12,17-Jan-12,12771,Critical,Office Supplies,Small Box,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Labels,Central,1781,17-Jan-12,Regular Air,Illinois,Illinois,60091,6,0.08,1,40,0.39,-193.44,3,1143.49,19.99,30.53
SD,Sioux Falls,Paul Prost,Corporate,17-Jan-12,17-Jan-12,46884,Medium,Office Supplies,Wrap Bag,Newell 309,Pens & Art Supplies,Central,6587,18-Jan-12,Regular Air,South Dakota,South Dakota,57103,4,0.1,1,25,0.55,39.52,3,280.43,2.36,11.55
TN,Clarksville,Randy Ferguson,Home Office,17-Jan-12,17-Jan-12,32868,Not Specified,Office Supplies,Small Pack,"Boston Model 1800 Electric Pencil Sharpener, Gray",Pens & Art Supplies,South,4612,18-Jan-12,Regular Air,Tennessee,Tennessee,37042,7,0.05,1,39,0.55,200.53,5,1101.28,6.17,28.15
RI,Cranston,Benjamin Venier,Small Business,17-Jan-12,17-Jan-12,1921,Medium,Office Supplies,Jumbo Drum,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Appliances,East,278,19-Jan-12,Delivery Truck,Rhode Island,Rhode Island,02910,11.5,0.05,1,24,0.57,541.47,2,7871.91,91.05,328.14
MS,Meridian,Joel Eaton,Home Office,17-Jan-12,17-Jan-12,43620,Medium,Office Supplies,Wrap Bag,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Paper,South,6159,19-Jan-12,Express Air,Mississippi,Mississippi,39301,6.5,0.05,1,11,0.36,-0.130000000,6,49.76,2.26,4.2
TN,Bartlett,Paul Prost,Corporate,17-Jan-12,17-Jan-12,46884,Medium,Office Supplies,Small Box,Security-Tint Envelopes,Envelopes,South,6585,19-Jan-12,Regular Air,Tennessee,Tennessee,38134,7,0.1,1,18,0.36,40.3,5,130.11,1.39,7.64
FL,Palm Beach Gardens,Katherine Ducich,Corporate,17-Jan-12,17-Jan-12,10272,Medium,Office Supplies,Small Box,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,Envelopes,South,1415,19-Jan-12,Regular Air,Florida,Florida,33403,8.5,0.03,1,3,0.4,-50.43,8,299.08,19.99,90.48
IL,Woodridge,Carlos Soltero,Small Business,17-Jan-12,17-Jan-12,12771,Critical,Office Supplies,Wrap Bag,Newell 323,Pens & Art Supplies,Central,1782,19-Jan-12,Regular Air,Illinois,Illinois,60517,6,0.01,1,46,0.59,-43.1,3,78.08,1.57,1.68
TN,Bartlett,Paul Prost,Corporate,17-Jan-12,17-Jan-12,46884,Medium,Technology,Small Box,6162,Telephones and Communication,South,6586,19-Jan-12,Regular Air,Tennessee,Tennessee,38134,7,0,1,3,0.59,-509.938,5,337.3395,2.5,125.99
AL,Northport,John Lee,Corporate,17-Jan-12,17-Jan-12,18945,Medium,Technology,Small Pack,Maxell DVD-RAM Discs,Computer Peripherals,South,2619,19-Jan-12,Regular Air,Alabama,Alabama,35473,7.5,0.06,1,33,0.42,168.54,6,528.54,1.99,16.48
MS,Meridian,Joel Eaton,Home Office,17-Jan-12,17-Jan-12,43620,Medium,Office Supplies,Small Box,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Appliances,South,6158,20-Jan-12,Regular Air,Mississippi,Mississippi,39301,6.5,0.05,1,13,0.43,-89.35,6,196.22,13.32,14.81
FL,Miami,Natalie Webber,Corporate,18-Jan-12,18-Jan-12,22118,High,Office Supplies,Small Box,Avery Arch Ring Binders,Binders and Binder Accessories,South,3084,18-Jan-12,Regular Air,Florida,Florida,33142,8.5,0.05,1,50,0.38,1315.749,8,2842.54,1.49,58.1
MS,Tupelo,Kristen Hastings,Corporate,18-Jan-12,18-Jan-12,58784,Medium,Office Supplies,Small Box,Xerox 1891,Paper,South,8221,18-Jan-12,Regular Air,Mississippi,Mississippi,38801,6.5,0.06,1,29,0.38,573.8,6,1379.1,5.81,48.91
MS,Tupelo,Kristen Hastings,Corporate,18-Jan-12,18-Jan-12,58784,Medium,Office Supplies,Small Box,"Peel & Seel® Recycled Catalog Envelopes, Brown",Envelopes,South,8220,19-Jan-12,Regular Air,Mississippi,Mississippi,38801,6.5,0.02,1,12,0.35,1.46,6,141.9,5.72,11.58
MS,Tupelo,Kristen Hastings,Corporate,18-Jan-12,18-Jan-12,58784,Medium,Office Supplies,Small Box,"Tenex File Box, Personal Filing Tote with Lid, Black",Storage & Organization,South,8222,19-Jan-12,Regular Air,Mississippi,Mississippi,38801,6.5,0.02,1,17,0.59,-210.09,6,278.76,17.78,15.51
PA,Willow Grove,Kristen Hastings,Corporate,18-Jan-12,18-Jan-12,58784,Medium,Furniture,Jumbo Drum,Global Leather Executive Chair,Chairs & Chairmats,East,8223,20-Jan-12,Delivery Truck,Pennsylvania,Pennsylvania,19090,9,0.05,1,25,0.55,2372.08,3,8875.17,39,350.99
PA,Willow Grove,Kristen Hastings,Corporate,18-Jan-12,18-Jan-12,58784,Medium,Technology,Small Box,"AT&T Black Trimline Phone, Model 210",Office Machines,East,8224,20-Jan-12,Express Air,Pennsylvania,Pennsylvania,19090,9,0.04,1,20,0.49,-67.3815,3,331.21,9.4,15.99
IN,Granger,Erica Bern,Corporate,18-Jan-12,18-Jan-12,48199,Not Specified,Office Supplies,Small Box,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Envelopes,Central,6772,21-Jan-12,Regular Air,Indiana,Indiana,46530,7,0.1,1,47,0.4,279.74,3,672.46,1.39,15.74
NM,Santa Fe,Arthur Gainer,Consumer,19-Jan-12,19-Jan-12,66,Low,Office Supplies,Wrap Bag,Newell 340,Pens & Art Supplies,West,11,19-Jan-12,Regular Air,New Mexico,New Mexico,87505,3.5,0.09,1,41,0.56,7.57,6,108.15,0.7,2.88
VT,South Burlington,Chris Cortes,Consumer,19-Jan-12,19-Jan-12,20711,Critical,Technology,Jumbo Box,Hewlett-Packard 2600DN Business Color Inkjet Printer,Office Machines,East,2875,20-Jan-12,Delivery Truck,Vermont,Vermont,05403,10,0,1,18,0.39,-101.6595,1,2215.96,56.14,119.99
MA,Oxford,Chris Cortes,Consumer,19-Jan-12,19-Jan-12,20711,Critical,Office Supplies,Small Box,Computer Printout Paper with Letter-Trim Perforations,Paper,East,2874,21-Jan-12,Regular Air,Massachusetts,MA,01540,10.5,0.1,1,5,0.37,-19.52,2,98.66,9.03,18.97
OH,Hamilton,Stuart Calhoun,Consumer,19-Jan-12,19-Jan-12,16999,Critical,Office Supplies,Small Box,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Appliances,East,2357,21-Jan-12,Regular Air,Ohio,Ohio,45011,8,0.09,1,18,0.55,1081.62,3,3568.45,0.99,207.48
FL,Sanford,Tanja Norvell,Corporate,20-Jan-12,20-Jan-12,38340,Critical,Office Supplies,Small Box,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Appliances,South,5392,21-Jan-12,Regular Air,Florida,Florida,32771,8.5,0.02,1,36,0.57,684.9,8,2167.05,3.5,60.22
TX,Allen,Cynthia Arntzen,Small Business,20-Jan-12,20-Jan-12,44197,High,Furniture,Jumbo Box,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Bookcases,Central,6237,23-Jan-12,Delivery Truck,Texas,Texas,75002,4,0.02,1,27,0.65,-229.79,7,3970.33,53.48,140.98
UT,Holladay,Larry Tron,Home Office,21-Jan-12,21-Jan-12,32800,Not Specified,Furniture,Jumbo Drum,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,Chairs & Chairmats,West,4600,22-Jan-12,Delivery Truck,Utah,Utah,84117,4,0.04,1,33,0.64,1161.75,5,11336.37,58.92,355.98
WA,Des Moines,Roy Phan,Corporate,21-Jan-12,21-Jan-12,35936,Medium,Furniture,Large Box,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Office Furnishings,West,5043,22-Jan-12,Regular Air,Washington,Washington,98198,1.5,0.03,1,40,0.61,813.33,2,4152.55,24.49,105.34
PA,Pittsburgh,Rob Haberlin,Corporate,21-Jan-12,21-Jan-12,38021,Medium,Office Supplies,Jumbo Drum,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Appliances,East,5349,22-Jan-12,Delivery Truck,Pennsylvania,Pennsylvania,15122,9,0.04,1,16,0.59,834.96,3,4407.03,23.19,279.81
PA,Pittsburgh,Rob Haberlin,Corporate,21-Jan-12,21-Jan-12,38021,Medium,Office Supplies,Small Box,Avery 508,Labels,East,5350,22-Jan-12,Regular Air,Pennsylvania,Pennsylvania,15122,9,0.02,1,36,0.36,81.77,3,173.22,0.5,4.91
WA,Des Moines,Roy Phan,Corporate,21-Jan-12,21-Jan-12,35936,Medium,Office Supplies,Small Box,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,Binders and Binder Accessories,West,5042,22-Jan-12,Regular Air,Washington,Washington,98198,1.5,0.08,1,41,0.35,-10.3845,2,312.26,4.71,7.84
UT,Holladay,Larry Tron,Home Office,21-Jan-12,21-Jan-12,32800,Not Specified,Office Supplies,Small Box,Southworth 25% Cotton Premium Laser Paper and Envelopes,Paper,West,4601,22-Jan-12,Regular Air,Utah,Utah,84117,4,0.09,1,19,0.37,8.79,5,354.13,8.68,19.98
OH,Wooster,Harold Ryan,Home Office,21-Jan-12,21-Jan-12,49505,Critical,Technology,Small Pack,"Memorex Slim 80 Minute CD-R, 10/Pack",Computer Peripherals,East,6937,22-Jan-12,Express Air,Ohio,Ohio,44691,8,0.04,1,34,0.43,85.83,3,335.59,1.99,9.78
OH,Cleveland Heights,Arthur Prichep,Small Business,21-Jan-12,21-Jan-12,31138,High,Furniture,Jumbo Box,Hon iLevel™ Computer Training Table,Tables,East,4370,23-Jan-12,Delivery Truck,Ohio,Ohio,44106,8,0.05,1,37,0.65,-1756.4404,3,1251.18,45.51,31.76
IA,Sioux City,Rob Haberlin,Corporate,21-Jan-12,21-Jan-12,38021,Medium,Office Supplies,Small Box,"Premier Elliptical Ring Binder, Black",Binders and Binder Accessories,Central,5351,23-Jan-12,Regular Air,Iowa,Iowa,51106,5,0.02,1,46,0.37,709.325,3,1482.01,1.49,30.44
OH,Wooster,Harold Ryan,Home Office,21-Jan-12,21-Jan-12,49505,Critical,Office Supplies,Small Box,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,Binders and Binder Accessories,East,6936,23-Jan-12,Regular Air,Ohio,Ohio,44691,8,0.04,1,12,0.35,-8.4985,3,97.74,4.71,7.84
UT,Holladay,Larry Tron,Home Office,21-Jan-12,21-Jan-12,32800,Not Specified,Office Supplies,Small Box,Southworth 25% Cotton Premium Laser Paper and Envelopes,Paper,West,4602,23-Jan-12,Regular Air,Utah,Utah,84117,4,0.07,1,40,0.37,69.08,5,751.94,8.68,19.98
NY,Smithtown,Aaron Smayling,Small Business,21-Jan-12,21-Jan-12,37638,Low,Office Supplies,Small Box,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Labels,East,5287,23-Jan-12,Regular Air,New York,New York,11787,9.5,0.07,1,33,0.39,-140.54,2,139.98,6.89,4.13
FL,Jupiter,Thea Hudgings,Consumer,21-Jan-12,21-Jan-12,52608,Low,Office Supplies,Wrap Bag,4009® Highlighters by Sanford,Pens & Art Supplies,South,7378,25-Jan-12,Regular Air,Florida,Florida,33458,8.5,0.05,1,36,0.52,40.04,8,147.71,0.7,3.98
CO,Fountain,Andrew Allen,Corporate,21-Jan-12,21-Jan-12,58759,Low,Office Supplies,Wrap Bag,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Paper,West,8219,28-Jan-12,Regular Air,Colorado,Colorado,80817,3.5,0.1,1,4,0.4,-6.88,4,33.44,2.87,8.01
MI,Saginaw,Khloe Miller,Corporate,22-Jan-12,22-Jan-12,28225,Critical,Furniture,Small Box,"Career Cubicle Clock, 8 1/4"", Black",Office Furnishings,Central,3956,22-Jan-12,Regular Air,Michigan,Michigan,48601,7.5,0,1,9,0.47,-49.81,2,206.04,14.39,20.28
MN,Lino Lakes,Nathan Mautz,Home Office,22-Jan-12,22-Jan-12,53891,High,Office Supplies,Small Box,"GBC Twin Loop™ Wire Binding Elements, 9/16"" Spine, Black",Binders and Binder Accessories,Central,7535,22-Jan-12,Regular Air,Minnesota,Minnesota,55014,4.5,0.02,1,36,0.36,-17.4455,2,562.8,9.73,15.22
FL,Hialeah,Russell Applegate,Small Business,22-Jan-12,22-Jan-12,55360,Medium,Furniture,Jumbo Box,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Tables,South,7725,23-Jan-12,Delivery Truck,Florida,Florida,33012,8.5,0,1,39,0.68,1517.12,8,8865.1,29.1,217.85
AL,Mobile,Nathan Mautz,Home Office,22-Jan-12,22-Jan-12,53891,High,Furniture,Medium Box,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Office Furnishings,South,7537,23-Jan-12,Express Air,Alabama,Alabama,36608,7.5,0.02,1,44,0.67,-237.6,6,4039.72,39.61,92.23
AL,Mobile,Nathan Mautz,Home Office,22-Jan-12,22-Jan-12,53891,High,Technology,Small Box,8890,Telephones and Communication,South,7538,23-Jan-12,Express Air,Alabama,Alabama,36608,7.5,0.03,1,25,0.58,553.356,6,2570.944,5.92,115.99
TN,Kingsport,Amy Hunt,Home Office,22-Jan-12,22-Jan-12,7815,Critical,Technology,Small Box,PC Concepts 116 Key Quantum 3000 Keyboard,Computer Peripherals,South,1058,23-Jan-12,Regular Air,Tennessee,Tennessee,37664,7,0.09,1,6,0.75,-125.96,5,187.37,5.5,32.98
